Games,Win Rate,KDA,Avg Kills,Avg Deaths,Avg Assists,CSM,GPM,KP%,DMG%,DPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB%,FB Victim,Solo Kills
55.0,0.491,3.4,2.9,2.0,3.9,9.0,404,0.5670000000000001,0.249,429,0.43,0.16,0.17,33,4,169,0.145,0.055,20
86.0,0.57,3.4,3.1,2.7,6.1,8.5,402,0.598,0.265,498,0.52,0.27,0.18,-119,-6,-218,0.27899999999999997,0.07,19
15.0,0.33299999999999996,1.6,2.7,3.6,3.3,7.2,357,0.509,0.207,341,0.35,0.12,0.17,-773,-14,-280,0.2,0.2,3
18.0,0.278,2.4,3.2,3.9,6.1,7.7,389,0.564,0.266,545,0.36,0.27,0.13,52,10,-31,0.278,0.055999999999999994,7
17.0,0.765,4.2,6.0,2.8,5.7,7.7,418,0.573,0.276,546,0.54,0.15,0.28,423,9,333,0.11800000000000001,0.0,19
24.0,0.25,2.3,3.0,2.9,3.8,8.6,384,0.615,0.278,481,0.62,0.27,0.31,-335,-3,-280,0.125,0.042,8
44.0,0.568,3.4,3.7,2.5,4.8,8.6,411,0.599,0.257,508,0.5,0.2,0.24,333,3,170,0.25,0.114,19
14.0,0.429,3.1,3.2,2.5,4.5,7.8,375,0.634,0.258,469,0.45,0.22,0.17,129,-5,-164,0.28600000000000003,0.0,8
44.0,0.659,4.7,3.0,1.7,5.1,8.7,406,0.648,0.222,404,0.58,0.31,0.34,74,-8,10,0.182,0.136,11
10.0,0.6,2.7,2.4,2.2,3.6,9.8,425,0.531,0.257,407,0.41,0.18,0.1,74,4,316,0.3,0.0,2
34.0,0.353,3.2,2.5,2.6,5.8,7.7,363,0.579,0.253,468,0.38,0.16,0.19,-252,1,-36,0.235,0.028999999999999998,9
39.0,0.667,3.6,3.6,2.7,6.2,8.6,415,0.6829999999999999,0.285,553,0.43,0.2,0.2,458,8,162,0.231,0.179,13
35.0,0.4,2.4,1.6,2.9,5.3,8.4,370,0.631,0.255,431,0.46,0.3,0.2,-433,-7,-286,0.22899999999999998,0.114,2
54.0,0.667,3.3,2.9,2.2,4.3,8.0,375,0.557,0.249,462,0.5,0.21,0.22,-30,-3,-30,0.13,0.07400000000000001,26
49.0,0.38799999999999996,3,2.3,2.2,4.4,8.9,389,0.649,0.287,437,0.49,0.29,0.23,-29,-1,-137,0.204,0.102,8
23.0,0.565,4.1,3.3,2.1,5.5,8.1,386,0.593,0.256,468,0.58,0.2,0.28,-22,-2,114,0.13,0.043,7
53.0,0.509,3.7,3.0,1.9,4.2,9.1,405,0.687,0.3,508,0.49,0.23,0.19,-54,-1,93,0.28300000000000003,0.075,18
54.0,0.611,5.1,3.2,1.7,5.4,8.4,394,0.642,0.266,489,0.45,0.26,0.2,22,2,52,0.278,0.07400000000000001,14
41.0,0.488,4.1,2.9,2.1,5.7,7.9,372,0.6659999999999999,0.251,423,0.6,0.23,0.27,-45,-6,-22,0.293,0.049,3
14.0,0.14300000000000002,1,1.3,3.4,2.1,7.7,328,0.551,0.273,420,0.39,0.11,0.14,-497,-13,-342,0.0,0.14300000000000002,0
11.0,0.818,5.9,3.8,1.6,5.9,8.0,399,0.635,0.23,452,0.44,0.19,0.23,118,-0,157,0.182,0.091,3
33.0,0.727,5,4.7,2.0,5.3,8.5,423,0.6559999999999999,0.251,493,0.44,0.2,0.2,394,6,454,0.273,0.0,20
34.0,0.529,3.8,2.6,2.0,4.9,7.9,369,0.557,0.23800000000000002,430,0.38,0.15,0.1,-130,-10,-118,0.11800000000000001,0.08800000000000001,10
81.0,0.48100000000000004,3.5,2.5,2.4,5.9,8.9,394,0.679,0.273,445,0.42,0.27,0.15,-11,-0,-120,0.136,0.12300000000000001,9
30.0,0.5670000000000001,4.3,3.3,2.0,5.4,8.7,397,0.6579999999999999,0.23800000000000002,469,0.48,0.21,0.26,-150,-3,-163,0.067,0.2,2
64.0,0.594,6.3,3.4,1.5,6.0,8.8,405,0.746,0.302,586,0.36,0.18,0.09,-111,-4,-75,0.25,0.109,10
42.0,0.47600000000000003,2.6,2.9,2.8,4.5,8.4,384,0.621,0.242,421,0.42,0.23,0.18,-90,1,40,0.214,0.11900000000000001,5
116.0,0.629,3.9,4.0,2.8,6.8,8.1,402,0.631,0.265,589,0.43,0.25,0.22,164,6,-28,0.043,0.026000000000000002,12
27.0,0.37,2.6,4.7,3.8,5.4,7.8,398,0.62,0.266,501,0.35,0.21,0.08,-308,-12,-373,0.222,0.14800000000000002,9
55.0,0.7090000000000001,4.7,4.4,2.2,5.9,8.9,424,0.609,0.258,514,0.33,0.2,0.2,138,5,287,0.2,0.073,25
19.0,0.474,2.7,3.1,2.5,3.8,8.4,388,0.6709999999999999,0.257,445,0.51,0.22,0.24,-246,-11,-133,0.158,0.053,3
48.0,0.521,4.2,4.1,2.4,5.8,8.5,411,0.682,0.251,462,0.55,0.2,0.3,596,6,291,0.292,0.083,27
41.0,0.732,3.7,4.4,2.4,4.3,9.2,444,0.555,0.252,511,0.43,0.27,0.15,625,11,74,0.098,0.049,12
33.0,0.364,3,3.0,2.3,4.1,8.6,389,0.6409999999999999,0.295,532,0.38,0.14,0.17,-147,-2,-190,0.091,0.0,10
62.0,0.516,3.6,3.7,2.5,5.2,8.7,404,0.621,0.266,481,0.43,0.19,0.15,205,9,257,0.048,0.048,20
55.0,0.6,3.6,3.7,2.5,5.4,9.5,434,0.615,0.295,593,0.44,0.24,0.18,69,9,208,0.127,0.127,22
34.0,0.529,4.1,3.1,1.9,4.5,8.2,390,0.5489999999999999,0.259,475,0.32,0.18,0.12,-184,-7,3,0.08800000000000001,0.11800000000000001,16
40.0,0.45,4.3,2.6,1.9,5.7,8.6,390,0.644,0.28300000000000003,490,0.44,0.19,0.24,72,5,42,0.15,0.05,7
127.0,0.598,5.5,3.4,1.6,5.4,9.0,413,0.6829999999999999,0.239,429,0.51,0.27,0.23,124,2,61,0.102,0.063,20
17.0,0.47100000000000003,3.4,3.4,2.6,5.5,8.2,392,0.589,0.244,520,0.5,0.26,0.22,-401,-10,-431,0.11800000000000001,0.17600000000000002,1
30.0,0.4,3.4,2.7,2.2,4.9,8.7,386,0.6759999999999999,0.319,514,0.34,0.21,0.15,8,5,289,0.2,0.067,5
27.0,0.29600000000000004,2.4,3.1,3.0,4.1,8.6,377,0.622,0.254,407,0.42,0.18,0.18,-141,-4,-214,0.29600000000000004,0.07400000000000001,9
56.0,0.536,3.4,2.9,2.5,5.6,8.1,388,0.649,0.263,512,0.45,0.2,0.21,-151,-5,-122,0.125,0.107,10
32.0,0.531,3.1,3.8,3.1,5.8,8.3,398,0.585,0.23,472,0.55,0.21,0.28,35,1,205,0.21899999999999997,0.156,5
24.0,0.5,3.4,3.4,2.3,4.3,8.8,400,0.584,0.275,501,0.44,0.25,0.18,4,0,-113,0.083,0.0,7
18.0,0.222,1.7,2.1,2.8,2.8,8.0,356,0.511,0.222,365,0.56,0.18,0.29,-659,-5,-300,0.111,0.0,5
33.0,0.242,2,2.4,3.7,4.9,8.0,366,0.597,0.23800000000000002,420,0.44,0.14,0.18,-439,-4,-354,0.212,0.242,7
66.0,0.5,2.8,3.6,3.2,5.4,7.7,381,0.62,0.256,501,0.44,0.22,0.17,-122,-3,-214,0.22699999999999998,0.091,23
10.0,0.5,3.4,4.9,3.7,7.5,8.0,408,0.615,0.275,682,0.55,0.36,0.22,49,2,11,0.3,0.1,2
42.0,0.405,2.3,2.2,2.6,3.8,8.2,372,0.53,0.231,373,0.46,0.24,0.25,-245,-6,-306,0.14300000000000002,0.0,11
49.0,0.551,5.3,3.0,1.5,5.1,8.7,392,0.665,0.272,461,0.5,0.29,0.27,228,4,64,0.306,0.061,11
14.0,0.14300000000000002,2.6,2.6,2.1,2.9,8.2,362,0.7170000000000001,0.268,373,0.46,0.14,0.2,-415,-7,-82,0.14300000000000002,0.14300000000000002,2
21.0,0.47600000000000003,4.7,4.2,2.1,5.9,8.1,389,0.693,0.242,429,0.4,0.3,0.2,-134,-6,46,0.048,0.048,8
21.0,0.381,3.6,3.4,2.5,5.7,8.5,392,0.667,0.28800000000000003,547,0.44,0.17,0.18,62,2,-4,0.19,0.048,5
21.0,0.28600000000000003,2.4,3.3,3.5,5.0,7.8,372,0.639,0.254,465,0.38,0.18,0.17,-585,-6,-543,0.095,0.0,13
46.0,0.37,2.7,2.3,2.3,3.9,8.3,375,0.613,0.287,494,0.51,0.23,0.22,-154,3,159,0.13,0.065,6
57.0,0.632,4.2,3.7,2.3,5.8,8.9,413,0.67,0.29,519,0.42,0.28,0.24,243,7,317,0.14,0.07,14
39.0,0.41,3.3,4.3,2.8,5.1,8.6,400,0.682,0.262,507,0.43,0.16,0.16,19,0,28,0.282,0.051,12
77.0,0.442,2.8,2.5,2.5,4.7,8.4,377,0.64,0.23,382,0.55,0.23,0.28,169,6,-62,0.20800000000000002,0.078,9
21.0,0.33299999999999996,4.1,2.6,1.6,4.1,9.1,391,0.67,0.23800000000000002,396,0.42,0.19,0.16,256,9,371,0.28600000000000003,0.048,5
82.0,0.5,4.3,2.8,1.9,5.2,8.4,381,0.7020000000000001,0.263,442,0.52,0.21,0.22,-290,-10,-268,0.28,0.061,13
23.0,0.304,1.7,3.2,3.7,3.2,7.7,368,0.672,0.25,421,0.36,0.17,0.06,-519,-8,-459,0.261,0.13,7
52.0,0.34600000000000003,2,3.1,3.8,4.5,8.5,388,0.638,0.27,478,0.52,0.18,0.23,-319,0,-239,0.17300000000000001,0.154,17
26.0,0.654,5,4.3,2.1,6.0,8.0,399,0.657,0.243,489,0.36,0.18,0.15,-108,-5,-182,0.115,0.038,11
31.0,0.419,3,3.1,2.4,4.1,8.8,395,0.635,0.27399999999999997,452,0.4,0.2,0.21,51,1,3,0.29,0.09699999999999999,13
40.0,0.825,7.3,4.5,1.3,5.0,8.8,427,0.6,0.24100000000000002,499,0.38,0.15,0.13,674,15,443,0.2,0.025,22
50.0,0.56,3.4,4.0,2.8,5.6,9.2,422,0.6679999999999999,0.314,585,0.56,0.21,0.27,394,6,339,0.36,0.14,25
14.0,0.214,2.1,2.6,2.9,3.7,8.4,367,0.64,0.27399999999999997,442,0.46,0.17,0.21,-142,4,325,0.071,0.071,0
25.0,0.24,2.1,2.2,2.8,3.8,7.8,352,0.706,0.263,438,0.49,0.2,0.19,-316,-5,-91,0.08,0.04,6
54.0,0.278,2.6,3.7,3.3,4.9,8.7,396,0.619,0.31,580,0.59,0.25,0.3,-279,-1,-65,0.16699999999999998,0.204,22
101.0,0.495,3.4,2.9,2.6,5.9,8.2,388,0.7020000000000001,0.27399999999999997,498,0.4,0.25,0.16,522,16,752,0.0,0.0,0
49.0,0.469,4.8,4.9,1.9,4.1,8.9,422,0.65,0.27399999999999997,529,0.4,0.25,0.14,208,3,183,0.265,0.0,26
27.0,0.741,5.4,3.7,2.0,7.0,8.7,413,0.6679999999999999,0.244,442,0.47,0.21,0.23,62,-0,98,0.111,0.07400000000000001,7
14.0,0.14300000000000002,2,2.8,3.5,4.1,8.5,382,0.615,0.27,442,0.4,0.15,0.13,-314,-2,-104,0.071,0.214,5
42.0,0.262,2.6,2.9,2.5,3.8,8.5,381,0.624,0.253,409,0.41,0.18,0.17,-278,-8,-348,0.23800000000000002,0.048,12
18.0,0.33299999999999996,2.3,3.1,2.9,3.8,8.1,376,0.539,0.29,478,0.47,0.23,0.23,21,3,98,0.222,0.055999999999999994,10
26.0,0.115,1.8,2.4,2.6,2.3,8.5,371,0.624,0.27699999999999997,381,0.45,0.18,0.21,-530,-10,-328,0.192,0.077,8
17.0,0.353,2.1,3.3,3.8,4.8,8.2,384,0.561,0.226,481,0.39,0.15,0.1,149,6,14,0.235,0.059000000000000004,6
58.0,0.466,2.5,3.5,3.1,4.3,8.2,380,0.562,0.248,457,0.49,0.22,0.15,-175,-6,-181,0.259,0.086,26
34.0,0.706,3.3,3.1,2.4,4.9,8.5,403,0.564,0.237,410,0.52,0.23,0.2,-43,1,-15,0.20600000000000002,0.059000000000000004,9
46.0,0.565,4.1,3.3,2.0,4.8,8.3,393,0.5710000000000001,0.226,443,0.48,0.22,0.26,88,5,168,0.13,0.022000000000000002,16
11.0,0.273,1.3,2.9,4.6,2.9,8.1,365,0.513,0.268,467,0.36,0.16,0.12,-250,1,-120,0.0,0.0,0
21.0,0.19,1.8,2.4,3.3,3.7,8.0,362,0.633,0.263,445,0.45,0.21,0.15,-167,3,-35,0.19,0.048,6
76.0,0.6579999999999999,4.5,3.0,1.8,5.2,8.7,403,0.604,0.233,418,0.43,0.23,0.17,-27,1,-101,0.158,0.079,15
20.0,0.3,2.2,2.0,2.3,3.2,8.5,370,0.529,0.228,370,0.47,0.24,0.21,-248,-6,-232,0.15,0.0,5
19.0,0.368,2.7,2.6,2.8,4.8,8.5,372,0.612,0.228,341,0.63,0.26,0.34,-19,2,-59,0.263,0.105,2
18.0,0.278,2.4,2.7,2.7,3.8,8.1,380,0.693,0.261,392,0.45,0.22,0.21,-41,-9,-87,0.16699999999999998,0.16699999999999998,4
93.0,0.624,4.7,3.3,2.1,6.5,8.2,393,0.674,0.26,466,0.36,0.28,0.2,-405,-3,85,0.032,0.011000000000000001,0
68.0,0.441,2.3,1.6,2.1,3.3,8.8,386,0.5489999999999999,0.23399999999999999,424,0.49,0.18,0.11,-5,1,-15,0.162,0.11800000000000001,12
102.0,0.34299999999999997,2.2,1.3,2.4,3.9,8.8,378,0.621,0.258,464,0.69,0.22,0.2,-59,-4,-155,0.225,0.196,11
57.0,0.509,3.4,2.2,1.9,4.4,9.1,401,0.561,0.22699999999999998,408,0.51,0.14,0.15,393,12,347,0.24600000000000002,0.105,18
41.0,0.537,3.4,2.0,2.2,5.3,8.2,373,0.621,0.20199999999999999,382,0.55,0.16,0.12,-232,1,-15,0.146,0.122,1
43.0,0.581,4.1,2.3,1.8,5.1,8.6,386,0.5660000000000001,0.209,428,0.48,0.18,0.15,128,2,-26,0.163,0.09300000000000001,27
24.0,0.292,2.5,1.4,2.8,5.3,8.0,351,0.547,0.20600000000000002,363,0.52,0.1,0.12,-258,1,17,0.125,0.083,2
52.0,0.5,4.1,2.1,1.7,4.7,8.1,373,0.5710000000000001,0.22399999999999998,383,0.56,0.12,0.17,43,-4,-139,0.115,0.077,9
28.0,0.214,1.3,1.6,3.5,3.0,8.3,366,0.535,0.239,446,0.43,0.11,0.08,-132,-4,-94,0.036000000000000004,0.179,6
60.0,0.45,2.6,2.4,2.6,4.4,8.3,374,0.606,0.247,429,0.54,0.16,0.12,109,4,221,0.217,0.11699999999999999,11
42.0,0.524,3.6,2.8,2.4,5.7,8.1,384,0.5529999999999999,0.215,422,0.53,0.17,0.17,277,5,233,0.14300000000000002,0.11900000000000001,12
38.0,0.526,3.5,2.6,1.9,4.1,8.7,389,0.5920000000000001,0.22399999999999998,397,0.5,0.2,0.16,85,7,164,0.158,0.079,8
37.0,0.757,4.8,2.6,1.6,5.2,8.6,394,0.515,0.21100000000000002,411,0.5,0.13,0.15,-57,1,138,0.135,0.10800000000000001,7
10.0,0.5,3.8,2.1,1.7,4.4,8.2,364,0.491,0.225,393,0.46,0.18,0.16,54,-3,-19,0.1,0.2,4
13.0,0.385,2.6,2.4,2.8,5.2,7.9,365,0.562,0.21600000000000003,455,0.57,0.15,0.08,-835,-18,-311,0.154,0.0,2
45.0,0.467,2.1,2.0,3.1,4.4,8.5,389,0.588,0.257,483,0.56,0.14,0.16,217,4,47,0.289,0.133,11
74.0,0.73,4.3,2.3,1.8,5.4,8.4,391,0.568,0.218,419,0.64,0.15,0.27,296,5,246,0.27,0.135,23
23.0,0.478,3.5,1.6,1.7,4.5,7.0,331,0.483,0.193,343,0.48,0.15,0.09,-254,-11,-121,0.087,0.087,2
49.0,0.551,2.9,2.4,2.7,5.4,8.9,400,0.603,0.251,463,0.42,0.11,0.09,501,15,203,0.204,0.14300000000000002,14
42.0,0.619,2.5,2.3,3.1,5.4,8.3,393,0.597,0.244,479,0.51,0.1,0.16,174,3,269,0.16699999999999998,0.16699999999999998,7
66.0,0.561,3.7,2.2,2.1,5.4,8.3,385,0.655,0.209,388,0.57,0.13,0.2,343,5,209,0.212,0.136,11
52.0,0.5770000000000001,2.8,2.5,2.8,5.4,8.1,388,0.568,0.21899999999999997,434,0.52,0.14,0.08,40,-5,-61,0.17300000000000001,0.115,17
59.0,0.5760000000000001,4,3.4,2.0,4.5,9.0,431,0.594,0.253,490,0.49,0.12,0.09,117,-2,85,0.203,0.153,16
96.0,0.302,2.8,1.7,1.8,3.2,8.7,372,0.578,0.253,394,0.61,0.21,0.16,-69,2,-64,0.156,0.135,12
116.0,0.552,2.4,1.7,2.1,3.3,9.2,394,0.5920000000000001,0.239,420,0.59,0.21,0.21,-115,-4,-72,0.16399999999999998,0.147,22
28.0,0.14300000000000002,1.9,1.7,2.8,3.8,7.7,337,0.5429999999999999,0.17600000000000002,321,0.47,0.17,0.13,-259,-9,-219,0.14300000000000002,0.14300000000000002,9
18.0,0.611,3.6,1.8,2.6,7.4,6.9,356,0.672,0.149,305,0.64,0.12,0.21,-416,-13,-277,0.111,0.055999999999999994,3
35.0,0.371,2.7,1.9,2.4,4.4,8.0,365,0.575,0.22,404,0.6,0.11,0.2,-22,-2,-155,0.457,0.086,5
42.0,0.5,2,1.6,2.6,3.8,9.3,402,0.526,0.252,433,0.48,0.17,0.16,-45,-1,32,0.19,0.214,11
17.0,0.588,3.1,1.2,2.1,5.2,7.9,350,0.47,0.188,341,0.54,0.11,0.27,38,-3,-129,0.11800000000000001,0.059000000000000004,3
31.0,0.419,2.3,2.3,3.1,4.8,7.8,366,0.506,0.212,404,0.48,0.1,0.16,-263,-1,-99,0.065,0.161,6
58.0,0.621,3.3,2.3,2.1,4.6,8.6,398,0.532,0.20600000000000002,402,0.39,0.12,0.06,153,13,101,0.0,0.0,2
69.0,0.42,2.9,2.4,2.1,3.6,8.9,387,0.496,0.22899999999999998,399,0.47,0.19,0.1,-149,-0,-52,0.11599999999999999,0.087,24
61.0,0.721,3.6,2.8,2.2,5.2,8.3,401,0.621,0.249,516,0.49,0.14,0.15,350,7,270,0.24600000000000002,0.14800000000000002,25
14.0,0.7859999999999999,5.8,2.5,1.7,7.4,8.0,381,0.6940000000000001,0.17,360,0.54,0.15,0.15,37,2,103,0.14300000000000002,0.14300000000000002,1
50.0,0.58,3,2.7,2.7,5.4,7.8,376,0.642,0.249,444,0.62,0.19,0.24,129,-4,141,0.26,0.16,13
27.0,0.556,2.5,1.8,2.7,4.9,7.7,357,0.52,0.21100000000000002,398,0.56,0.13,0.22,-215,-9,-362,0.222,0.037000000000000005,7
52.0,0.615,2.6,2.0,2.4,4.2,8.7,390,0.539,0.22699999999999998,416,0.52,0.18,0.13,-129,2,-10,0.077,0.212,11
41.0,0.39,3,2.0,2.1,4.4,8.8,386,0.63,0.23800000000000002,425,0.51,0.16,0.13,48,4,33,0.244,0.171,6
12.0,0.41700000000000004,2.8,2.5,2.4,4.3,8.0,360,0.598,0.225,385,0.57,0.08,0.11,-462,-4,16,0.16699999999999998,0.16699999999999998,0
15.0,0.733,5,2.1,1.7,6.5,7.9,381,0.55,0.20199999999999999,395,0.41,0.09,0.09,322,3,533,0.133,0.067,2
10.0,0.4,1.4,2.2,4.7,4.3,7.8,373,0.39399999999999996,0.19399999999999998,403,0.3,0.07,0.09,405,5,67,0.5,0.1,7
19.0,0.368,2.5,1.1,2.6,5.5,7.8,347,0.603,0.221,330,0.42,0.13,0.14,-516,-8,-380,0.105,0.158,1
80.0,0.8,4.4,2.3,1.7,5.2,8.6,405,0.563,0.222,425,0.66,0.2,0.23,55,-4,50,0.163,0.063,11
34.0,0.147,1.5,2.4,3.8,3.4,8.0,354,0.436,0.221,373,0.43,0.11,0.16,-790,-16,-346,0.11800000000000001,0.059000000000000004,11
32.0,0.313,1.9,3.1,3.9,4.3,8.7,401,0.537,0.23600000000000002,460,0.41,0.12,0.09,389,10,253,0.188,0.125,15
65.0,0.5539999999999999,3.1,2.2,2.2,4.6,9.3,409,0.606,0.257,488,0.56,0.18,0.16,93,2,63,0.231,0.154,8
42.0,0.16699999999999998,2.6,1.3,1.8,3.4,8.3,356,0.579,0.207,312,0.54,0.13,0.16,-90,-2,-88,0.23800000000000002,0.024,5
48.0,0.313,2.1,1.5,2.4,3.3,8.2,357,0.509,0.235,385,0.45,0.14,0.11,-275,-6,-31,0.063,0.20800000000000002,6
28.0,0.28600000000000003,2.8,2.3,2.5,4.8,7.6,356,0.583,0.223,417,0.4,0.09,0.12,-275,-7,-180,0.214,0.071,3
12.0,0.25,1.2,1.4,4.6,3.9,7.5,336,0.562,0.195,335,0.41,0.08,0.09,-509,-9,-301,0.0,0.5,6
60.0,0.55,2.3,2.5,3.3,5.0,9.1,412,0.625,0.275,561,0.46,0.16,0.11,190,5,81,0.25,0.183,22
76.0,0.632,4,1.9,1.9,5.5,8.4,382,0.688,0.228,405,0.51,0.11,0.13,-36,-6,-110,0.21100000000000002,0.105,10
18.0,0.389,2,3.5,3.6,3.7,8.7,386,0.616,0.243,423,0.44,0.13,0.13,408,8,-32,0.278,0.111,11
41.0,0.293,1.5,1.6,3.4,3.6,8.7,376,0.56,0.25,420,0.46,0.15,0.09,-220,-1,-66,0.049,0.39,8
18.0,0.111,1.9,1.6,2.7,3.6,8.0,348,0.5479999999999999,0.25,395,0.54,0.14,0.14,-398,-6,-220,0.055999999999999994,0.222,2
28.0,0.321,2.1,1.9,2.9,4.1,8.3,356,0.6,0.22399999999999998,379,0.61,0.19,0.19,-270,1,200,0.107,0.071,1
50.0,0.68,4.5,2.4,1.8,5.6,8.4,385,0.54,0.171,344,0.58,0.18,0.23,100,-0,97,0.22,0.16,12
27.0,0.63,3.1,3.2,2.9,5.7,8.4,397,0.628,0.24,450,0.37,0.19,0.12,27,5,207,0.185,0.111,14
10.0,0.5,2.8,3.0,2.7,4.5,8.3,403,0.41700000000000004,0.20600000000000002,492,0.44,0.1,0.09,-289,-7,-315,0.0,0.0,4
10.0,0.3,2.8,3.6,3.3,5.7,6.9,351,0.5820000000000001,0.20600000000000002,417,0.45,0.17,0.05,-384,-8,-350,0.0,0.3,3
28.0,0.35700000000000004,2.5,2.5,3.2,5.6,7.8,366,0.593,0.205,379,0.39,0.09,0.09,-211,-10,-152,0.214,0.107,6
46.0,0.5,2.1,1.5,3.1,5.2,8.2,368,0.61,0.24600000000000002,467,0.63,0.15,0.19,194,8,88,0.261,0.13,10
115.0,0.652,3.7,2.6,1.8,4.1,9.5,424,0.597,0.262,482,0.72,0.26,0.24,235,6,161,0.217,0.10400000000000001,27
21.0,0.524,2.9,2.7,2.6,5.0,8.5,390,0.522,0.223,402,0.63,0.16,0.3,-97,-6,-241,0.095,0.095,11
127.0,0.591,3.9,2.2,1.6,4.0,9.6,417,0.62,0.261,435,0.59,0.2,0.16,155,5,164,0.205,0.142,29
70.0,0.5,2.7,2.2,2.6,4.9,8.0,375,0.542,0.23399999999999999,436,0.54,0.13,0.14,-35,1,-12,0.157,0.028999999999999998,15
48.0,0.7290000000000001,3.7,2.1,2.2,6.0,8.2,389,0.584,0.201,412,0.51,0.11,0.17,-110,-0,44,0.10400000000000001,0.125,7
37.0,0.514,3.1,2.2,2.2,4.7,8.7,388,0.54,0.201,383,0.46,0.14,0.09,-92,2,88,0.18899999999999997,0.21600000000000003,9
44.0,0.25,2,2.6,3.4,4.3,8.5,377,0.5660000000000001,0.21600000000000003,393,0.49,0.15,0.09,-204,-1,-132,0.182,0.136,22
110.0,0.655,4.4,2.0,1.7,5.6,8.3,380,0.593,0.205,376,0.45,0.15,0.12,-43,1,-76,0.027000000000000003,0.018000000000000002,4
84.0,0.452,2.6,2.0,2.3,3.9,8.3,367,0.55,0.225,405,0.47,0.14,0.11,-195,-5,-173,0.25,0.16699999999999998,13
74.0,0.581,3.2,2.4,2.3,5.0,8.9,396,0.608,0.222,444,0.54,0.17,0.15,189,7,84,0.243,0.10800000000000001,23
95.0,0.526,2.7,2.0,2.2,4.1,8.5,386,0.614,0.23399999999999999,411,0.57,0.14,0.13,-0,-4,-140,0.305,0.147,9
36.0,0.25,3.3,2.0,1.7,3.6,8.9,379,0.58,0.21600000000000003,383,0.52,0.15,0.13,-239,-2,-79,0.111,0.139,1
62.0,0.516,2.4,1.5,2.3,4.2,8.3,369,0.528,0.203,364,0.66,0.13,0.28,-224,-4,-147,0.113,0.129,8
35.0,0.5710000000000001,2.5,1.7,2.5,4.5,8.2,371,0.5920000000000001,0.20600000000000002,358,0.52,0.12,0.17,47,4,156,0.171,0.086,11
16.0,0.75,5.5,2.4,1.6,6.4,7.9,385,0.614,0.20199999999999999,388,0.53,0.14,0.16,206,-1,132,0.375,0.188,1
31.0,0.387,3.3,2.4,1.9,3.8,8.4,376,0.5660000000000001,0.201,345,0.57,0.14,0.1,202,2,128,0.161,0.09699999999999999,4
39.0,0.462,2.6,1.9,2.8,5.3,7.9,365,0.581,0.2,381,0.5,0.2,0.12,-80,-6,-138,0.179,0.10300000000000001,5
71.0,0.493,2.8,2.3,2.7,5.4,7.9,379,0.597,0.22699999999999998,432,0.44,0.13,0.07,250,1,82,0.31,0.085,27
15.0,0.6,2.9,1.5,1.9,4.2,7.9,384,0.45399999999999996,0.175,347,0.5,0.1,0.15,294,10,381,0.33299999999999996,0.067,0
56.0,0.35700000000000004,2.2,1.7,2.5,3.8,7.9,359,0.541,0.20600000000000002,367,0.44,0.1,0.1,-275,-2,-51,0.161,0.107,4
14.0,0.5,1.6,2.1,3.9,4.1,7.6,360,0.506,0.198,384,0.38,0.12,0.09,-199,-5,-329,0.071,0.214,6
25.0,0.36,3.2,2.4,2.1,4.4,7.8,353,0.617,0.212,409,0.46,0.13,0.13,257,10,498,0.32,0.08,3
75.0,0.693,4.3,2.7,1.8,5.0,8.4,399,0.516,0.213,447,0.55,0.12,0.15,-82,-8,-48,0.16,0.013000000000000001,21
20.0,0.55,4.2,2.7,2.1,5.9,7.4,378,0.519,0.21,433,0.39,0.09,0.06,-222,-12,-347,0.25,0.15,9
53.0,0.604,3.3,1.8,2.6,6.7,7.5,360,0.629,0.209,420,0.57,0.15,0.22,-129,-2,-128,0.20800000000000002,0.132,7
18.0,0.222,1.6,0.9,2.9,3.7,7.6,323,0.43700000000000006,0.18899999999999997,324,0.42,0.13,0.1,-511,-13,-329,0.278,0.111,0
50.0,0.28,2.1,1.2,2.4,3.6,8.5,354,0.47200000000000003,0.19899999999999998,375,0.54,0.18,0.12,-378,-3,-234,0.1,0.14,9
27.0,0.667,3.9,2.4,2.1,6.0,9.3,418,0.597,0.23399999999999999,493,0.63,0.19,0.14,416,12,102,0.259,0.07400000000000001,11
28.0,0.429,2.8,1.6,2.2,4.6,8.2,367,0.56,0.204,388,0.48,0.18,0.12,-196,-7,-25,0.179,0.036000000000000004,7
11.0,0.636,4.3,2.3,2.0,6.3,9.7,425,0.6609999999999999,0.294,578,0.7,0.26,0.15,413,17,459,0.091,0.091,0
68.0,0.515,2.3,1.9,2.8,4.5,8.2,366,0.612,0.24100000000000002,421,0.5,0.19,0.16,-142,-4,53,0.294,0.08800000000000001,12
36.0,0.5,2.7,2.7,3.0,5.3,8.7,403,0.61,0.23600000000000002,459,0.23,0.15,0.02,382,14,254,0.222,0.16699999999999998,6
75.0,0.42700000000000005,2.3,1.8,2.6,4.3,8.1,366,0.5479999999999999,0.193,350,0.43,0.11,0.09,-129,-3,-47,0.17300000000000001,0.147,12
21.0,0.33299999999999996,2,1.5,2.4,3.2,8.5,367,0.56,0.213,315,0.47,0.11,0.14,-342,-9,-230,0.23800000000000002,0.048,8
